risk,risk_name,week,indicator,weight,value,composite_warning,warning_state
R1,Commercial market-entry / win-rate,17,sales_eng_vacancy,0.2,0.3667,0.5518,1
R1,Commercial market-entry / win-rate,18,sales_eng_vacancy,0.2,0.2981,0.5517,1
R1,Commercial market-entry / win-rate,19,sales_eng_vacancy,0.2,0.8882,0.6865,1
R1,Commercial market-entry / win-rate,20,sales_eng_vacancy,0.2,0.9917,0.6528,1
R1,Commercial market-entry / win-rate,21,sales_eng_vacancy,0.2,0.3508,0.5788,1
R1,Commercial market-entry / win-rate,22,sales_eng_vacancy,0.2,0.6744,0.5527,1
R1,Commercial market-entry / win-rate,23,sales_eng_vacancy,0.2,0.6217,0.6492,1
R1,Commercial market-entry / win-rate,24,sales_eng_vacancy,0.2,0.3442,0.5505,1
R1,Commercial market-entry / win-rate,25,sales_eng_vacancy,0.2,0.6735,0.5783,1
R1,Commercial market-entry / win-rate,26,sales_eng_vacancy,0.2,0.7174,0.6297,1
R1,Commercial market-entry / win-rate,27,sales_eng_vacancy,0.2,0.7763,0.6793,1
R1,Commercial market-entry / win-rate,28,sales_eng_vacancy,0.2,0.7618,0.674,1
R1,Commercial market-entry / win-rate,29,sales_eng_vacancy,0.2,0.0047,0.4867,0
R1,Commercial market-entry / win-rate,30,sales_eng_vacancy,0.2,0.491,0.6503,1
R1,Commercial market-entry / win-rate,31,sales_eng_vacancy,0.2,0.5943,0.6419,1
R1,Commercial market-entry / win-rate,32,sales_eng_vacancy,0.2,0.6141,0.6001,1
R1,Commercial market-entry / win-rate,33,sales_eng_vacancy,0.2,1.0,0.6791,1
R1,Commercial market-entry / win-rate,34,sales_eng_vacancy,0.2,0.0584,0.5104,0
R1,Commercial market-entry / win-rate,35,sales_eng_vacancy,0.2,0.4103,0.6035,1
R1,Commercial market-entry / win-rate,36,sales_eng_vacancy,0.2,0.7575,0.651,1
R1,Commercial market-entry / win-rate,37,sales_eng_vacancy,0.2,0.2174,0.4913,0
R1,Commercial market-entry / win-rate,38,sales_eng_vacancy,0.2,1.0,0.6818,1
R1,Commercial market-entry / win-rate,39,sales_eng_vacancy,0.2,0.5631,0.6297,1
R1,Commercial market-entry / win-rate,40,sales_eng_vacancy,0.2,0.6866,0.6675,1
R1,Commercial market-entry / win-rate,41,sales_eng_vacancy,0.2,0.6239,0.5979,1
R1,Commercial market-entry / win-rate,42,sales_eng_vacancy,0.2,0.7721,0.6689,1
R1,Commercial market-entry / win-rate,43,sales_eng_vacancy,0.2,0.6905,0.642,1
R1,Commercial market-entry / win-rate,44,sales_eng_vacancy,0.2,0.7429,0.6258,1
R1,Commercial market-entry / win-rate,45,sales_eng_vacancy,0.2,0.7462,0.6326,1
R1,Commercial market-entry / win-rate,46,sales_eng_vacancy,0.2,0.4569,0.6454,1
R1,Commercial market-entry / win-rate,47,sales_eng_vacancy,0.2,0.4132,0.5926,1
R1,Commercial market-entry / win-rate,48,sales_eng_vacancy,0.2,0.6834,0.6195,1
R1,Commercial market-entry / win-rate,49,sales_eng_vacancy,0.2,0.6279,0.6046,1
R1,Commercial market-entry / win-rate,50,sales_eng_vacancy,0.2,0.8119,0.6279,1
R1,Commercial market-entry / win-rate,51,sales_eng_vacancy,0.2,0.6738,0.6737,1
R1,Commercial market-entry / win-rate,52,sales_eng_vacancy,0.2,0.3755,0.5725,1
R1,Commercial market-entry / win-rate,53,sales_eng_vacancy,0.2,0.5338,0.5584,1
R1,Commercial market-entry / win-rate,54,sales_eng_vacancy,0.2,0.9226,0.6708,1
R1,Commercial market-entry / win-rate,55,sales_eng_vacancy,0.2,0.5419,0.5859,1
R1,Commercial market-entry / win-rate,56,sales_eng_vacancy,0.2,0.6119,0.5404,0
R1,Commercial market-entry / win-rate,57,sales_eng_vacancy,0.2,0.9372,0.633,1
R1,Commercial market-entry / win-rate,58,sales_eng_vacancy,0.2,1.0,0.6797,1
R1,Commercial market-entry / win-rate,59,sales_eng_vacancy,0.2,0.5997,0.6076,1
R1,Commercial market-entry / win-rate,60,sales_eng_vacancy,0.2,1.0,0.7161,1
R1,Commercial market-entry / win-rate,61,sales_eng_vacancy,0.2,0.9606,0.6338,1
R1,Commercial market-entry / win-rate,62,sales_eng_vacancy,0.2,0.8597,0.6812,1
R1,Commercial market-entry / win-rate,63,sales_eng_vacancy,0.2,0.7831,0.6413,1
R1,Commercial market-entry / win-rate,64,sales_eng_vacancy,0.2,1.0,0.6848,1
R1,Commercial market-entry / win-rate,65,sales_eng_vacancy,0.2,0.5485,0.6095,1
R1,Commercial market-entry / win-rate,66,sales_eng_vacancy,0.2,0.0,0.5273,0
R1,Commercial market-entry / win-rate,67,sales_eng_vacancy,0.2,0.9329,0.6685,1
R1,Commercial market-entry / win-rate,68,sales_eng_vacancy,0.2,0.584,0.5745,1
R1,Commercial market-entry / win-rate,69,sales_eng_vacancy,0.2,0.6428,0.6317,1
R1,Commercial market-entry / win-rate,70,sales_eng_vacancy,0.2,1.0,0.6942,1
R1,Commercial market-entry / win-rate,71,sales_eng_vacancy,0.2,0.2788,0.5017,0
R1,Commercial market-entry / win-rate,72,sales_eng_vacancy,0.2,0.2172,0.5333,0
R1,Commercial market-entry / win-rate,73,sales_eng_vacancy,0.2,0.292,0.4822,0
R1,Commercial market-entry / win-rate,74,sales_eng_vacancy,0.2,0.4544,0.5688,1
R1,Commercial market-entry / win-rate,75,sales_eng_vacancy,0.2,0.5472,0.6276,1
R1,Commercial market-entry / win-rate,76,sales_eng_vacancy,0.2,0.9717,0.6477,1
R1,Commercial market-entry / win-rate,77,sales_eng_vacancy,0.2,0.613,0.6201,1
R1,Commercial market-entry / win-rate,78,sales_eng_vacancy,0.2,0.0,0.5501,1
R1,Commercial market-entry / win-rate,79,sales_eng_vacancy,0.2,0.0,0.4998,0
R1,Commercial market-entry / win-rate,80,sales_eng_vacancy,0.2,0.4747,0.5931,1
R1,Commercial market-entry / win-rate,81,sales_eng_vacancy,0.2,0.4929,0.5822,1
R1,Commercial market-entry / win-rate,82,sales_eng_vacancy,0.2,0.6967,0.6298,1
R1,Commercial market-entry / win-rate,83,sales_eng_vacancy,0.2,0.7531,0.6371,1
R1,Commercial market-entry / win-rate,84,sales_eng_vacancy,0.2,0.7436,0.6132,1
R1,Commercial market-entry / win-rate,85,sales_eng_vacancy,0.2,0.8704,0.6245,1
R1,Commercial market-entry / win-rate,86,sales_eng_vacancy,0.2,0.7227,0.6548,1
R1,Commercial market-entry / win-rate,87,sales_eng_vacancy,0.2,0.8184,0.6139,1
R1,Commercial market-entry / win-rate,88,sales_eng_vacancy,0.2,0.5143,0.5573,1
R1,Commercial market-entry / win-rate,89,sales_eng_vacancy,0.2,0.2482,0.6268,1
R1,Commercial market-entry / win-rate,90,sales_eng_vacancy,0.2,0.6118,0.6094,1
R1,Commercial market-entry / win-rate,91,sales_eng_vacancy,0.2,0.5087,0.6475,1
R1,Commercial market-entry / win-rate,92,sales_eng_vacancy,0.2,0.5117,0.5993,1
R1,Commercial market-entry / win-rate,93,sales_eng_vacancy,0.2,0.7538,0.6614,1
R1,Commercial market-entry / win-rate,94,sales_eng_vacancy,0.2,0.6978,0.5887,1
R1,Commercial market-entry / win-rate,95,sales_eng_vacancy,0.2,0.7593,0.5696,1
R1,Commercial market-entry / win-rate,96,sales_eng_vacancy,0.2,0.8686,0.6248,1
R1,Commercial market-entry / win-rate,97,sales_eng_vacancy,0.2,0.0,0.5048,0
R1,Commercial market-entry / win-rate,98,sales_eng_vacancy,0.2,0.334,0.5202,0
R1,Commercial market-entry / win-rate,99,sales_eng_vacancy,0.2,0.1317,0.5366,0
R1,Commercial market-entry / win-rate,100,sales_eng_vacancy,0.2,0.0098,0.4755,0
R1,Commercial market-entry / win-rate,101,sales_eng_vacancy,0.2,0.577,0.5786,1
R1,Commercial market-entry / win-rate,102,sales_eng_vacancy,0.2,0.7328,0.678,1
R1,Commercial market-entry / win-rate,103,sales_eng_vacancy,0.2,0.6566,0.5746,1
R1,Commercial market-entry / win-rate,104,sales_eng_vacancy,0.2,0.7684,0.6242,1
R1,Commercial market-entry / win-rate,105,sales_eng_vacancy,0.2,0.7655,0.6537,1
R1,Commercial market-entry / win-rate,106,sales_eng_vacancy,0.2,1.0,0.6693,1
R1,Commercial market-entry / win-rate,107,sales_eng_vacancy,0.2,0.6991,0.5945,1
R1,Commercial market-entry / win-rate,108,sales_eng_vacancy,0.2,0.9957,0.6595,1
R1,Commercial market-entry / win-rate,109,sales_eng_vacancy,0.2,0.5238,0.6532,1
R1,Commercial market-entry / win-rate,110,sales_eng_vacancy,0.2,0.257,0.5556,1
R1,Commercial market-entry / win-rate,111,sales_eng_vacancy,0.2,0.3711,0.5886,1
R1,Commercial market-entry / win-rate,112,sales_eng_vacancy,0.2,0.2927,0.5447,0
R1,Commercial market-entry / win-rate,113,sales_eng_vacancy,0.2,0.2287,0.5293,0
R1,Commercial market-entry / win-rate,114,sales_eng_vacancy,0.2,0.5816,0.553,1
R1,Commercial market-entry / win-rate,115,sales_eng_vacancy,0.2,0.6449,0.648,1
R1,Commercial market-entry / win-rate,116,sales_eng_vacancy,0.2,0.9644,0.6712,1
R1,Commercial market-entry / win-rate,117,sales_eng_vacancy,0.2,0.2545,0.549,0
R1,Commercial market-entry / win-rate,118,sales_eng_vacancy,0.2,1.0,0.676,1
R1,Commercial market-entry / win-rate,119,sales_eng_vacancy,0.2,0.1241,0.5928,1
R1,Commercial market-entry / win-rate,120,sales_eng_vacancy,0.2,0.9627,0.6295,1
R1,Commercial market-entry / win-rate,121,sales_eng_vacancy,0.2,0.6,0.5801,1
R1,Commercial market-entry / win-rate,122,sales_eng_vacancy,0.2,0.1779,0.5223,0
R1,Commercial market-entry / win-rate,123,sales_eng_vacancy,0.2,0.8828,0.6676,1
R1,Commercial market-entry / win-rate,124,sales_eng_vacancy,0.2,0.5156,0.6127,1
R1,Commercial market-entry / win-rate,125,sales_eng_vacancy,0.2,0.4452,0.624,1
R1,Commercial market-entry / win-rate,126,sales_eng_vacancy,0.2,0.5409,0.5281,0
R1,Commercial market-entry / win-rate,127,sales_eng_vacancy,0.2,0.3671,0.6034,1
R1,Commercial market-entry / win-rate,128,sales_eng_vacancy,0.2,0.8991,0.6127,1
R1,Commercial market-entry / win-rate,129,sales_eng_vacancy,0.2,0.4651,0.5736,1
R1,Commercial market-entry / win-rate,130,sales_eng_vacancy,0.2,0.6933,0.6157,1
R1,Commercial market-entry / win-rate,131,sales_eng_vacancy,0.2,0.5505,0.63,1
R1,Commercial market-entry / win-rate,132,sales_eng_vacancy,0.2,1.0,0.6398,1
R1,Commercial market-entry / win-rate,133,sales_eng_vacancy,0.2,0.7368,0.6095,1
R1,Commercial market-entry / win-rate,134,sales_eng_vacancy,0.2,0.2007,0.5216,0
R1,Commercial market-entry / win-rate,135,sales_eng_vacancy,0.2,0.8732,0.6517,1
R1,Commercial market-entry / win-rate,136,sales_eng_vacancy,0.2,0.3559,0.5699,1
R1,Commercial market-entry / win-rate,137,sales_eng_vacancy,0.2,0.8812,0.6883,1
R1,Commercial market-entry / win-rate,138,sales_eng_vacancy,0.2,0.4782,0.6304,1
R1,Commercial market-entry / win-rate,139,sales_eng_vacancy,0.2,0.4406,0.6514,1
R1,Commercial market-entry / win-rate,140,sales_eng_vacancy,0.2,0.7418,0.6969,1
R1,Commercial market-entry / win-rate,141,sales_eng_vacancy,0.2,1.0,0.6838,1
R1,Commercial market-entry / win-rate,142,sales_eng_vacancy,0.2,1.0,0.6713,1
R1,Commercial market-entry / win-rate,143,sales_eng_vacancy,0.2,0.5439,0.546,0
R1,Commercial market-entry / win-rate,144,sales_eng_vacancy,0.2,0.8719,0.6328,1
R1,Commercial market-entry / win-rate,145,sales_eng_vacancy,0.2,0.9417,0.6582,1
R1,Commercial market-entry / win-rate,146,sales_eng_vacancy,0.2,0.3609,0.5479,0
R1,Commercial market-entry / win-rate,147,sales_eng_vacancy,0.2,0.7684,0.6194,1
R1,Commercial market-entry / win-rate,148,sales_eng_vacancy,0.2,0.6154,0.5927,1
R1,Commercial market-entry / win-rate,149,sales_eng_vacancy,0.2,0.7148,0.6581,1
R1,Commercial market-entry / win-rate,150,sales_eng_vacancy,0.2,0.3257,0.5629,1
R1,Commercial market-entry / win-rate,151,sales_eng_vacancy,0.2,0.0,0.5141,0
R1,Commercial market-entry / win-rate,152,sales_eng_vacancy,0.2,0.0,0.5074,0
R1,Commercial market-entry / win-rate,153,sales_eng_vacancy,0.2,0.4079,0.5202,0
R1,Commercial market-entry / win-rate,154,sales_eng_vacancy,0.2,0.4471,0.5962,1
R1,Commercial market-entry / win-rate,155,sales_eng_vacancy,0.2,0.4441,0.6106,1
R1,Commercial market-entry / win-rate,156,sales_eng_vacancy,0.2,0.9963,0.7232,1
R1,Commercial market-entry / win-rate,1,benchmark_deficit,0.2,0.7561,0.708,1
R1,Commercial market-entry / win-rate,2,benchmark_deficit,0.2,0.5846,0.6162,1
R1,Commercial market-entry / win-rate,3,benchmark_deficit,0.2,0.5584,0.6716,1
R1,Commercial market-entry / win-rate,4,benchmark_deficit,0.2,0.7275,0.5999,1
R1,Commercial market-entry / win-rate,5,benchmark_deficit,0.2,0.7725,0.5649,1
R1,Commercial market-entry / win-rate,6,benchmark_deficit,0.2,0.6768,0.5436,0
R1,Commercial market-entry / win-rate,7,benchmark_deficit,0.2,0.7513,0.697,1
R1,Commercial market-entry / win-rate,8,benchmark_deficit,0.2,0.7327,0.5311,0
R1,Commercial market-entry / win-rate,9,benchmark_deficit,0.2,0.7909,0.6743,1
R1,Commercial market-entry / win-rate,10,benchmark_deficit,0.2,0.6233,0.5651,1
R1,Commercial market-entry / win-rate,11,benchmark_deficit,0.2,0.6792,0.7038,1
R1,Commercial market-entry / win-rate,12,benchmark_deficit,0.2,0.8008,0.6995,1
R1,Commercial market-entry / win-rate,13,benchmark_deficit,0.2,0.5036,0.6915,1
R1,Commercial market-entry / win-rate,14,benchmark_deficit,0.2,0.7622,0.6894,1
R1,Commercial market-entry / win-rate,15,benchmark_deficit,0.2,0.4686,0.5315,0
R1,Commercial market-entry / win-rate,16,benchmark_deficit,0.2,0.5549,0.6025,1
R1,Commercial market-entry / win-rate,17,benchmark_deficit,0.2,0.7536,0.5518,1
R1,Commercial market-entry / win-rate,18,benchmark_deficit,0.2,0.697,0.5517,1
R1,Commercial market-entry / win-rate,19,benchmark_deficit,0.2,0.7375,0.6865,1
R1,Commercial market-entry / win-rate,20,benchmark_deficit,0.2,0.6048,0.6528,1
R1,Commercial market-entry / win-rate,21,benchmark_deficit,0.2,0.4436,0.5788,1
R1,Commercial market-entry / win-rate,22,benchmark_deficit,0.2,0.6201,0.5527,1
R1,Commercial market-entry / win-rate,23,benchmark_deficit,0.2,0.6789,0.6492,1
R1,Commercial market-entry / win-rate,24,benchmark_deficit,0.2,0.6402,0.5505,1
R1,Commercial market-entry / win-rate,25,benchmark_deficit,0.2,0.7234,0.5783,1
R1,Commercial market-entry / win-rate,26,benchmark_deficit,0.2,0.5962,0.6297,1
R1,Commercial market-entry / win-rate,27,benchmark_deficit,0.2,0.6363,0.6793,1
R1,Commercial market-entry / win-rate,28,benchmark_deficit,0.2,0.5514,0.674,1
R1,Commercial market-entry / win-rate,29,benchmark_deficit,0.2,0.5706,0.4867,0
R1,Commercial market-entry / win-rate,30,benchmark_deficit,0.2,0.5966,0.6503,1
R1,Commercial market-entry / win-rate,31,benchmark_deficit,0.2,0.4306,0.6419,1
R1,Commercial market-entry / win-rate,32,benchmark_deficit,0.2,0.512,0.6001,1
R1,Commercial market-entry / win-rate,33,benchmark_deficit,0.2,0.6614,0.6791,1
R1,Commercial market-entry / win-rate,34,benchmark_deficit,0.2,0.6284,0.5104,0
R1,Commercial market-entry / win-rate,35,benchmark_deficit,0.2,0.7718,0.6035,1
R1,Commercial market-entry / win-rate,36,benchmark_deficit,0.2,0.5268,0.651,1
R1,Commercial market-entry / win-rate,37,benchmark_deficit,0.2,0.4373,0.4913,0
R1,Commercial market-entry / win-rate,38,benchmark_deficit,0.2,0.3551,0.6818,1
R1,Commercial market-entry / win-rate,39,benchmark_deficit,0.2,0.6364,0.6297,1
R1,Commercial market-entry / win-rate,40,benchmark_deficit,0.2,0.606,0.6675,1
R1,Commercial market-entry / win-rate,41,benchmark_deficit,0.2,0.5095,0.5979,1
R1,Commercial market-entry / win-rate,42,benchmark_deficit,0.2,0.7885,0.6689,1
R1,Commercial market-entry / win-rate,43,benchmark_deficit,0.2,0.5165,0.642,1
R1,Commercial market-entry / win-rate,44,benchmark_deficit,0.2,0.7399,0.6258,1
R1,Commercial market-entry / win-rate,45,benchmark_deficit,0.2,0.6249,0.6326,1
R1,Commercial market-entry / win-rate,46,benchmark_deficit,0.2,0.6129,0.6454,1
R1,Commercial market-entry / win-rate,47,benchmark_deficit,0.2,0.6431,0.5926,1
R1,Commercial market-entry / win-rate,48,benchmark_deficit,0.2,0.6308,0.6195,1
R1,Commercial market-entry / win-rate,49,benchmark_deficit,0.2,0.8358,0.6046,1
R1,Commercial market-entry / win-rate,50,benchmark_deficit,0.2,0.3233,0.6279,1
R1,Commercial market-entry / win-rate,51,benchmark_deficit,0.2,0.438,0.6737,1
R1,Commercial market-entry / win-rate,52,benchmark_deficit,0.2,0.6352,0.5725,1
R1,Commercial market-entry / win-rate,53,benchmark_deficit,0.2,0.5659,0.5584,1
R1,Commercial market-entry / win-rate,54,benchmark_deficit,0.2,0.6444,0.6708,1
R1,Commercial market-entry / win-rate,55,benchmark_deficit,0.2,0.7323,0.5859,1
R1,Commercial market-entry / win-rate,56,benchmark_deficit,0.2,0.5612,0.5404,0
R1,Commercial market-entry / win-rate,57,benchmark_deficit,0.2,0.7957,0.633,1
R1,Commercial market-entry / win-rate,58,benchmark_deficit,0.2,0.7042,0.6797,1
R1,Commercial market-entry / win-rate,59,benchmark_deficit,0.2,0.7065,0.6076,1
R1,Commercial market-entry / win-rate,60,benchmark_deficit,0.2,0.7256,0.7161,1
R1,Commercial market-entry / win-rate,61,benchmark_deficit,0.2,0.6561,0.6338,1
R1,Commercial market-entry / win-rate,62,benchmark_deficit,0.2,0.63,0.6812,1
R1,Commercial market-entry / win-rate,63,benchmark_deficit,0.2,0.6717,0.6413,1
R1,Commercial market-entry / win-rate,64,benchmark_deficit,0.2,0.578,0.6848,1
R1,Commercial market-entry / win-rate,65,benchmark_deficit,0.2,0.5907,0.6095,1
R1,Commercial market-entry / win-rate,66,benchmark_deficit,0.2,0.7979,0.5273,0
R1,Commercial market-entry / win-rate,67,benchmark_deficit,0.2,0.2648,0.6685,1
R1,Commercial market-entry / win-rate,68,benchmark_deficit,0.2,0.4892,0.5745,1
R1,Commercial market-entry / win-rate,69,benchmark_deficit,0.2,0.4554,0.6317,1
R1,Commercial market-entry / win-rate,70,benchmark_deficit,0.2,0.6308,0.6942,1
R1,Commercial market-entry / win-rate,71,benchmark_deficit,0.2,0.4648,0.5017,0
R1,Commercial market-entry / win-rate,72,benchmark_deficit,0.2,0.4078,0.5333,0
R1,Commercial market-entry / win-rate,73,benchmark_deficit,0.2,0.42,0.4822,0
R1,Commercial market-entry / win-rate,74,benchmark_deficit,0.2,0.4769,0.5688,1
R1,Commercial market-entry / win-rate,75,benchmark_deficit,0.2,0.8959,0.6276,1
R1,Commercial market-entry / win-rate,76,benchmark_deficit,0.2,0.8023,0.6477,1
R1,Commercial market-entry / win-rate,77,benchmark_deficit,0.2,0.5551,0.6201,1
R1,Commercial market-entry / win-rate,78,benchmark_deficit,0.2,0.5651,0.5501,1
R1,Commercial market-entry / win-rate,79,benchmark_deficit,0.2,0.4969,0.4998,0
R1,Commercial market-entry / win-rate,80,benchmark_deficit,0.2,0.3525,0.5931,1
R1,Commercial market-entry / win-rate,81,benchmark_deficit,0.2,0.6358,0.5822,1
R1,Commercial market-entry / win-rate,82,benchmark_deficit,0.2,0.5366,0.6298,1
R1,Commercial market-entry / win-rate,83,benchmark_deficit,0.2,0.6231,0.6371,1
R1,Commercial market-entry / win-rate,84,benchmark_deficit,0.2,0.465,0.6132,1
R1,Commercial market-entry / win-rate,85,benchmark_deficit,0.2,0.5442,0.6245,1
R1,Commercial market-entry / win-rate,86,benchmark_deficit,0.2,0.7317,0.6548,1
R1,Commercial market-entry / win-rate,87,benchmark_deficit,0.2,0.649,0.6139,1
R1,Commercial market-entry / win-rate,88,benchmark_deficit,0.2,0.6436,0.5573,1
R1,Commercial market-entry / win-rate,89,benchmark_deficit,0.2,0.43,0.6268,1
R1,Commercial market-entry / win-rate,90,benchmark_deficit,0.2,0.6552,0.6094,1
R1,Commercial market-entry / win-rate,91,benchmark_deficit,0.2,0.4625,0.6475,1
R1,Commercial market-entry / win-rate,92,benchmark_deficit,0.2,0.638,0.5993,1
R1,Commercial market-entry / win-rate,93,benchmark_deficit,0.2,0.6084,0.6614,1
R1,Commercial market-entry / win-rate,94,benchmark_deficit,0.2,0.4785,0.5887,1
R1,Commercial market-entry / win-rate,95,benchmark_deficit,0.2,0.5809,0.5696,1
R1,Commercial market-entry / win-rate,96,benchmark_deficit,0.2,0.6148,0.6248,1
R1,Commercial market-entry / win-rate,97,benchmark_deficit,0.2,0.7258,0.5048,0
R1,Commercial market-entry / win-rate,98,benchmark_deficit,0.2,0.6347,0.5202,0
R1,Commercial market-entry / win-rate,99,benchmark_deficit,0.2,0.7736,0.5366,0
R1,Commercial market-entry / win-rate,100,benchmark_deficit,0.2,0.6911,0.4755,0
R1,Commercial market-entry / win-rate,101,benchmark_deficit,0.2,0.6124,0.5786,1
R1,Commercial market-entry / win-rate,102,benchmark_deficit,0.2,0.7051,0.678,1
R1,Commercial market-entry / win-rate,103,benchmark_deficit,0.2,0.753,0.5746,1
R1,Commercial market-entry / win-rate,104,benchmark_deficit,0.2,0.8253,0.6242,1
R1,Commercial market-entry / win-rate,105,benchmark_deficit,0.2,0.4912,0.6537,1
R1,Commercial market-entry / win-rate,106,benchmark_deficit,0.2,0.466,0.6693,1
R1,Commercial market-entry / win-rate,107,benchmark_deficit,0.2,0.786,0.5945,1
R1,Commercial market-entry / win-rate,108,benchmark_deficit,0.2,0.4236,0.6595,1
R1,Commercial market-entry / win-rate,109,benchmark_deficit,0.2,0.5348,0.6532,1
R1,Commercial market-entry / win-rate,110,benchmark_deficit,0.2,0.6223,0.5556,1
R1,Commercial market-entry / win-rate,111,benchmark_deficit,0.2,0.6466,0.5886,1
R1,Commercial market-entry / win-rate,112,benchmark_deficit,0.2,0.6201,0.5447,0
R1,Commercial market-entry / win-rate,113,benchmark_deficit,0.2,0.4204,0.5293,0
R1,Commercial market-entry / win-rate,114,benchmark_deficit,0.2,0.4808,0.553,1
R1,Commercial market-entry / win-rate,115,benchmark_deficit,0.2,0.52,0.648,1
R1,Commercial market-entry / win-rate,116,benchmark_deficit,0.2,0.4625,0.6712,1
R1,Commercial market-entry / win-rate,117,benchmark_deficit,0.2,0.9,0.549,0
R1,Commercial market-entry / win-rate,118,benchmark_deficit,0.2,0.7462,0.676,1
R1,Commercial market-entry / win-rate,119,benchmark_deficit,0.2,0.6515,0.5928,1
R1,Commercial market-entry / win-rate,120,benchmark_deficit,0.2,0.5172,0.6295,1
R1,Commercial market-entry / win-rate,121,benchmark_deficit,0.2,0.6045,0.5801,1
R1,Commercial market-entry / win-rate,122,benchmark_deficit,0.2,0.6156,0.5223,0
R1,Commercial market-entry / win-rate,123,benchmark_deficit,0.2,0.26,0.6676,1
R1,Commercial market-entry / win-rate,124,benchmark_deficit,0.2,0.474,0.6127,1
R1,Commercial market-entry / win-rate,125,benchmark_deficit,0.2,0.5055,0.624,1
R1,Commercial market-entry / win-rate,126,benchmark_deficit,0.2,0.2826,0.5281,0
R1,Commercial market-entry / win-rate,127,benchmark_deficit,0.2,0.4172,0.6034,1
R1,Commercial market-entry / win-rate,128,benchmark_deficit,0.2,0.7376,0.6127,1
R1,Commercial market-entry / win-rate,129,benchmark_deficit,0.2,0.582,0.5736,1
R1,Commercial market-entry / win-rate,130,benchmark_deficit,0.2,0.7959,0.6157,1
R1,Commercial market-entry / win-rate,131,benchmark_deficit,0.2,0.6705,0.63,1
R1,Commercial market-entry / win-rate,132,benchmark_deficit,0.2,0.61,0.6398,1
R1,Commercial market-entry / win-rate,133,benchmark_deficit,0.2,0.5399,0.6095,1
R1,Commercial market-entry / win-rate,134,benchmark_deficit,0.2,0.6417,0.5216,0
R1,Commercial market-entry / win-rate,135,benchmark_deficit,0.2,0.7573,0.6517,1
R1,Commercial market-entry / win-rate,136,benchmark_deficit,0.2,0.5181,0.5699,1
R1,Commercial market-entry / win-rate,137,benchmark_deficit,0.2,0.6427,0.6883,1
R1,Commercial market-entry / win-rate,138,benchmark_deficit,0.2,0.7026,0.6304,1
R1,Commercial market-entry / win-rate,139,benchmark_deficit,0.2,0.591,0.6514,1
R1,Commercial market-entry / win-rate,140,benchmark_deficit,0.2,0.5121,0.6969,1
R1,Commercial market-entry / win-rate,141,benchmark_deficit,0.2,0.3981,0.6838,1
R1,Commercial market-entry / win-rate,142,benchmark_deficit,0.2,0.6497,0.6713,1
R1,Commercial market-entry / win-rate,143,benchmark_deficit,0.2,0.5971,0.546,0
R1,Commercial market-entry / win-rate,144,benchmark_deficit,0.2,0.5377,0.6328,1
R1,Commercial market-entry / win-rate,145,benchmark_deficit,0.2,0.5445,0.6582,1
R1,Commercial market-entry / win-rate,146,benchmark_deficit,0.2,0.6983,0.5479,0
R1,Commercial market-entry / win-rate,147,benchmark_deficit,0.2,0.6406,0.6194,1
R1,Commercial market-entry / win-rate,148,benchmark_deficit,0.2,0.7193,0.5927,1
R1,Commercial market-entry / win-rate,149,benchmark_deficit,0.2,0.7894,0.6581,1
R1,Commercial market-entry / win-rate,150,benchmark_deficit,0.2,0.5151,0.5629,1
R1,Commercial market-entry / win-rate,151,benchmark_deficit,0.2,0.7674,0.5141,0
R1,Commercial market-entry / win-rate,152,benchmark_deficit,0.2,0.6276,0.5074,0
R1,Commercial market-entry / win-rate,153,benchmark_deficit,0.2,0.7059,0.5202,0
R1,Commercial market-entry / win-rate,154,benchmark_deficit,0.2,0.6222,0.5962,1
R1,Commercial market-entry / win-rate,155,benchmark_deficit,0.2,0.5813,0.6106,1
R1,Commercial market-entry / win-rate,156,benchmark_deficit,0.2,0.3831,0.7232,1
R2,Cybersecurity breach - geo/address data,1,vulns_over_sla,0.35,0.498,0.4869,0
R2,Cybersecurity breach - geo/address data,2,vulns_over_sla,0.35,0.3403,0.504,0
R2,Cybersecurity breach - geo/address data,3,vulns_over_sla,0.35,0.4408,0.424,0
R2,Cybersecurity breach - geo/address data,4,vulns_over_sla,0.35,0.61,0.3492,0
R2,Cybersecurity breach - geo/address data,5,vulns_over_sla,0.35,0.249,0.3228,0
R2,Cybersecurity breach - geo/address data,6,vulns_over_sla,0.35,0.158,0.3485,0
R2,Cybersecurity breach - geo/address data,7,vulns_over_sla,0.35,0.5917,0.5972,1
R2,Cybersecurity breach - geo/address data,8,vulns_over_sla,0.35,0.6539,0.3476,0
R2,Cybersecurity breach - geo/address data,9,vulns_over_sla,0.35,0.403,0.5291,0
R2,Cybersecurity breach - geo/address data,10,vulns_over_sla,0.35,0.2233,0.3376,0
R2,Cybersecurity breach - geo/address data,11,vulns_over_sla,0.35,0.4564,0.5497,0
R2,Cybersecurity breach - geo/address data,12,vulns_over_sla,0.35,0.4535,0.5156,0
R2,Cybersecurity breach - geo/address data,13,vulns_over_sla,0.35,0.4265,0.4526,0
R2,Cybersecurity breach - geo/address data,14,vulns_over_sla,0.35,0.3965,0.4765,0
R2,Cybersecurity breach - geo/address data,15,vulns_over_sla,0.35,0.5159,0.3738,0
R2,Cybersecurity breach - geo/address data,16,vulns_over_sla,0.35,0.4445,0.4667,0
